Species,Stock.or.Area,Year,Month,Day,Interaction.Type,County.Locale,STATE,Initial.Injury.Assessment,Comments,Final.Injury.Assessment,SI.Criteria.Supporting.Assessment,SI.Proration.Value,COUNT.AGAINST.LOF,COUNT.AGAINST.PBR
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,12,1,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,WHITE PACKING STRAP ENTANGLEMENT. DISENTANGLED ON SITE.  NOT ABLE TO BE GREASE MARKED OR TAGGED. ENTANGLEMENT CUT ON DORSAL SIDE BUT TOO EMBEDDED TO BE FULLY REMOVED.,SI,P8A,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,2,26,HARASSMENT,SAN LUIS OBISPO,CA,NSI,"FULL BLACKCOAT, MILDLY UNDERWEIGHT, SHIVERING, NO TEETH. HARASSED.",NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,3,HARASSMENT,SANTA CRUZ,CA,NSI,"LETHARGIC, NOT MOVING WHEN APPROACHED BY DOGS AND PEOPLE, MODERATELY UNDERWEIGHT. HARASSED. ",NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,9,OIL / TAR,SAN LUIS OBISPO,CA,SI,"EMACIATED, LETHARGIC. TAR ON DORSUM, 2 PATCHES RIGHT CRUDAL AND RIGHT DORSAL/LAST RIB.",SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,14,OIL / TAR,SAN MATEO,CA,SI,"EMACIATED, LETHARGIC, TAR ON RIGHT SIDE.",SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,14,OIL / TAR,MONTEREY,CA,SI,"EMACIATED, LETHARGIC, HARASSED BY PEOPLE - POURING WATER. HARASSED/ OIL/TAR   EXTERNAL EXAM ",SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,18,OIL / TAR,SAN LUIS OBISPO,CA,SI,"EMACIATED, OIL / TAR.",SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,19,HARASSMENT,SAN LUIS OBISPO,CA,NSI,EMACIATED ANIMAL HARASSED BY DOGS ON BEACH,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,20,OIL / TAR,MONTEREY,CA,SI,"EMACIATED, LETHARGIC ANIMAL WITH OIL / TAR.",SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,21,OIL / TAR,MONTEREY,CA,SI,EMACIATED ANIMAL WITH OIL / TAR.,SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,30,OIL / TAR,MONTEREY,CA,SI,"EMACIATED, TAR ABOVE RIGHT EYE AND ON LEFT SIDE OF BACK. OIL/TAR.",SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,3,31,MARINE DEBRIS,SONOMA,CA,SI,"BLACK RUBBER CORD AROUND NECK. DISENTANGLED AND TAGGED ON BEACH. GOOD BODY WEIGHT, MOLTING.",NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,4,3,OIL / TAR,MONTEREY,CA,SI,EMACIATED AND ACTIVE. OIL / TAR,SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,4,5,HARASSMENT,SAN LUIS OBISPO,CA,NSI,EMACIATED ANIMAL ON BEACH TOUCHED/HANDLED BY MEMBERS OF PUBLIC,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,4,7,HARASSMENT,SAN MATEO,CA,NSI,EMACIATED ANIMAL ON BEACH TOUCHED/HANDLED BY MEMBERS OF PUBLIC,NSI,P10,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,4,8,OIL / TAR,SAN LUIS OBISPO,CA,SI,EMACIATED ANIMAL WITH OIL / TAR.,SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,4,13,MARINE DEBRIS,SAN MATEO,CA,SI,WHITE PACKING STRAP ENTANGLEMENT EMBEDDED IN NECK. STRAP REMOVED DURING RECSUE EFFORT.,NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2014,4,29,OIL / TAR,SAN MATEO,CA,SI,EMACIATED ANIMAL WITH OIL / TAR.,SI,P1,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2014,7,24,SHOOTING,CLATSOP,OR,DEAD,MULTIPLE SHOTS,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2014,9,21,CA SWORDFISH DRIFT GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2014,11,14,HAWAII LONGLINE SHALLOW SET FISHERY,OFFSHORE,CA,NSI,"ANIMAL HOOKED IN MOUTH/LIP, ANIMAL ALONGSIDE VESSEL, HOOK REMOVED WITHOUT INCIDENT, NO GEAR REMAINING ON ANIMAL, NO BLEEDING OR VISIBLE INJURY.",NSI,P5C,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,2,3,CATCH SHARES BOTTOM TRAWL,OFFSHORE,OR,DEAD,ANIMAL IN RIGOR MORTIS BROUGHT UP IN NET. ANIMAL CONDITION (NO DECOMPOSITION EVIDENT) EVIDENCE OF DROWNING.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,2,23,HARASSMENT,SAN DIEGO,CA,SI,"PEOPLE DRAGGING THE SEAL UP AND DOWN THE BEACH. TRANSFERRED TO REHAB FACILITY, OUTCOME UNKNOWN.",SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,2,28,BLUNT FORCE TRAUMA,SAN DIEGO,CA,DEAD,HUMAN KILLED SEAL BY THROWING LARGE ROCK ON ITS HEAD MULTIPLE TIMES.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,2,28,HARASSMENT,SAN LUIS OBISPO,CA,SI,"BAD LOCATION, HARASSED BY DOGS, GOOD BODY WEIGHT AND CONDITION, PINK GUMS, VOCAL, FULL BLACK COAT. TREATED AT REHAB FACILITY AND RELEASED. CONSIDERED A DEPENDENT ANIMAL RELEASED ALONE AND THUS CONSIDERED A SERIOUS INJURY.",SI,P14,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,4,4,OIL / TAR,SAN MATEO,CA,SI,"EMACIATED, TAR PATCHES ON RIGHT REAR FLIPPERS. ANIMAL DIED IN REHAB FACILITY.",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,4,4,OIL / TAR,SAN MATEO,CA,SI,EMACIATED. LARGE AMOUNT OF TAR ON LEFT SIDE OF NECK. ANIMAL DIED IN REHAB FACILITY.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,4,24,OIL / TAR,SAN DIEGO,CA,SI,THIN AND LETHARGIC. TAR ON NECK AND SIDE IN MULTIPLE SPOTS (LEFT AND RIGHT SIDE) ABOUT 1.5X1.5 INCHES WIDE. PEOPLE ON THE BEACH WERE PETTING THE SEAL. TREATED AT REHAB FACILITY AND RELEASED.,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,4,25,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,WA,DEAD,ANIMAL HAULED UP DEAD IN LONGLINE SABLEFISH GEAR. OBSERVER PROGRAM.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,5,22,OIL / TAR,SANTA BARBARA,CA,SI,"SMALL PUNCTURE ON RIGHT VENTRAL MANDIBLE. ANIMAL COLLECTED AS PART OF REFUGIO BEACH OIL SPILL RESPONSE. 2-25% EXTERNAL OILING SEEN ON VENTRAL THORAX, VENTRAL CHIN, AND ON FLIPPER. TREATED AND RELEASED FROM REHAB FACILITY.",NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,5,23,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,WA,DEAD,SMALL ELEPHANT SEAL DROWNED IN THE NET.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,5,23,OIL / TAR,SANTA BARBARA,CA,SI,"EMACIATED, DEHYDRATED. 2-25% EXTERNAL OILING SEEN ON HEAD AND FLANKS. ANIMAL COLLECTED AS PART OF THE REFUGIO BEACH OIL SPILL RESPONSE. DIED IN REHAB FACILITY.",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,5,23,OIL / TAR,SAN LUIS OBISPO,CA,SI,"UNDERWEIGHT, FRESH TAR ON BODY, BLOODY HIND END, LETHARGIC. TAR SAMPLED AT SLO AS PART OF SANTA BARBARA OIL SPILL. ANIMAL DIED IN REHAB FACILITY.",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,5,24,OIL / TAR,SANTA BARBARA,CA,SI,"LESS THAN 2% EXTERNAL OILING SEEN ON VENTRUM, SHOULDERS BILATERALLY, HIND FLIPPERS AND RIGHT LATERAL ABDOMEN. ANIMAL COLLECTED AS PART OF REFUGIO BEACH OIL SPILL RESPONSE. ANIMAL EUTHANIZED IN REHAB DUE TO SEVERE CATARACTS.",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,5,24,OIL / TAR,SANTA BARBARA,CA,SI,SWOLLEN RECTAL AREA. LESS THAN 2% EXTERNAL OILING SEEN ON HIND FLIPPER AND VENTRUM. ANIMAL WAS COLLECTED AS PART OF REFUGIO BEACH OIL SPILL RESPONSE. ANIMAL DIED IN REHAB FACILITY.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,5,25,OIL / TAR,VENTURA,CA,SI,"ANIMAL COLLECTED AS PART OF REFUGIO BEACH OIL SPILL RESPONSE. LESS THAN 2% EXTERNAL OILING SEEN ON VENTRUM, HIND FLIPPERS, AND TAIL. THIN AND DEHYDRATED. EUTHANIZED IN REHAB FACILITY.",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,5,25,OIL / TAR,SANTA BARBARA,CA,SI,"THIN, DEHYDRATED. SMALL LACERATIONS ON HEAD ABOVE RIGHT EYE AND MUZZLE. 2-25% EXTERNAL OILING SEEN ON FACE, NECK, CHEST, ABDOMEN, AND HIND FLIPPERS. ANIMAL COLLECTED AS PART OF REFUGIO BEACH OIL SPILL RESPONSE. ANIMAL DIED IN REHAB FACILITY.",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,6,6,OIL / TAR,SANTA BARBARA,CA,SI,2-25% EXTERNAL OILING SEEN ON DORSAL AND VENTRAL ABDOMEN. UNDERSIDE OF BOTH FRONT AND REAR FLIPPERS. ANIMAL COLLECTED AS PART OF REFUGIO BEACH OIL SPILL RESPONSE. ANIMAL DIED IN REHAB FACILITY. NECROPSY REVEALED COMPLEX MANDIBULAR FRACTURE.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,7,21,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR. OBSERVER PROGRAM.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,10,1,MARINE DEBRIS,SAN MATEO,CA,SI,ENTANGLEMENT AROUND NECK CUTTING INTO THE VENTRAL SIDE AND LOOSE ON THE BACK OF THE NECK. REMOVED IN FIELD WITHOUT SEDATION.,NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,10,23,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,12,7,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,"DISENTANGLED ON THE BEACH FROM A ROPE AROUND NECK, WOUND BLED SLIGHTLY AFTER DISENTANGLEMENT.",NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2015,12,30,CATCH SHARES BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2016,1,22,MARINE DEBRIS,SAN LUIS OBISPO,CA,NSI,ANIMAL DISTENTANGLED FROM WHITE PACKING BAND ON SITE. NO INFORMATION ON ANIMAL'S CONDITION.,NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2016,1,24,CATCH SHARES BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2016,1,30,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,ANIMAL DISENTANGLED FROM WHITE PACKING STRAP CONSTRICTING BODY; ANIMAL RELEASED ON SITE.,NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2016,2,21,HARASSMENT,SAN MATEO,CA,NSI,WEANED PUP BEING HARASSED BY PUBLIC. RELOCATED TO ANO NUEVO.,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2016,4,10,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2016,4,27,MARINE DEBRIS,MONTEREY,CA,SI,"EMACIATED, LETHARGIC, MULTIPLE MINOR SKIN WOUNDS WITH FEW ABSCESSES, HARSH LUNG SOUNDS, MULTIPLE SMALL CORNEAL OPACITIES NOTED BILATERALLY. PIECE OF WHITE PLASTIC TUBE FOUND IN STOMACH DURING POST-MORTEM EXAM.",DEAD,P2,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2016,5,24,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2016,6,16,SHOOTING,NA,OR,DEAD,EXTENSIVE HEMORRHAGE IN HEAD AND AT THORAX AND SCAPULAE AREA; SMALL PELLET-LIKE HOLES IN HEAD AND ONE IN ORBITAL BONE.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2016,11,5,MARINE DEBRIS,SAN MATEO,CA,SI,"ANIMAL DESCRIBED AS HAVING EXCELLENT BODY CONDITION, ENTANGLED IN UNDESCRIBED MATERIAL. DISENTANGLED / RELEASED ON SITE.",NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,2,3,HARASSMENT,SAN LUIS OBISPO,CA,SI,PUBLIC WAS TOUCHING AND HARASSING A PUP. PICKED UP TREATED AND RELEASED BY REHAB FACILITY.,SI,P14,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,2,23,HARASSMENT,MARIN,CA,SI,PUBLIC HARASSING A MILDLY UNDERWEIGHT PUP.,SI,P14,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,2,26,HARASSMENT,SAN MATEO,CA,SI,PUBLIC HARASSING A MILDLY UNDERWEIGHT PUP.,SI,P14,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,3,27,OIL / TAR,SAN LUIS OBISPO,CA,SI,MALNOURISHED ANIMAL WITH OIL / TAR ON IT BEING HARASSED BY PEOPLE.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,3,30,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,EMACIATED ANIMAL WITH THREE FISH HOOKS IN CHIN AND REAR FLIPPER.,SI,P5B,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,2,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,"PACKING STRAP ENTANGLEMENT AROUND NECK. ANIMAL DISENTANGLED IN THE FIELD WITHOUT SEDATION. ANIMAL LEFT AT SITE, NO FURTHER DETAILS ON EXTENT OF INJURY. CONSERVATIVELY ASSIGNED AS A SERIOUS INJURY DUE TO LACK OF DETAILS ON INJURY SEVERITY.",SI,P7B,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,10,OIL / TAR,MONTEREY,CA,SI,MALNOURISHED ANIMAL WITH OIL / TAR ON IT BEING HARASSED BY PEOPLE.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,11,OIL / TAR,ORANGE,CA,SI,MALNOURISHED ANIMAL WITH OIL / TAR ON IT BEING HARASSED BY PEOPLE.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,12,OIL / TAR,ORANGE,CA,SI,MALNOURISHED ANIMAL WITH OIL / TAR ON IT BEING HARASSED BY PEOPLE.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,12,OIL / TAR,ORANGE,CA,SI,MALNOURISHED ANIMAL WITH OIL / TAR ON IT BEING HARASSED BY PEOPLE.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,14,OIL / TAR,ORANGE,CA,SI,MALNOURISHED ANIMAL WITH OIL / TAR ON IT BEING HARASSED BY PEOPLE.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,14,HARASSMENT,SONOMA,CA,NSI,ANIMAL IN GOOD BODY CONDITION RELOCATED BECAUSE OF HARASSMENT BY PEOPLE AND DOGS.,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,19,HARASSMENT,SAN DIEGO,CA,SI,UNDERWEIGHT ANIMAL WITH ORANGE PAINT ON DORSUM.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,4,25,OIL / TAR,ORANGE,CA,SI,UNDERWEIGHT ANIMAL WITH OIL AND TAR PATCHES AND PUNCTURE WOUND ON NECK.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,5,4,OIL / TAR,ORANGE,CA,SI,UNDERWEIGHT ANIMAL WITH TAR ON FACE AND ABDOMEN.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,5,26,HARASSMENT,MARIN,CA,NSI,HARASSED BY PEOPLE AND DOGS. RELOCATED TO A DIFFERENT BEACH.,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,6,9,OIL / TAR,ORANGE,CA,SI,UNDERWEIGHT ANIMAL WITH TAR PATCHES ON BODY.,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,6,14,MS CATCHER VESSELS MIDWATER TRAWL,OFFSHORE,WA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,6,18,HARASSMENT,SAN DIEGO,CA,NSI,ANIMAL IN GOOD BODY CONDITION RELOCATED BECAUSE OF HEAVY LEVEL OF HARASSMENT BY PEOPLE.,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,7,18,HARASSMENT,SAN DIEGO,CA,NSI,ANIMAL IN GOOD BODY CONDITION RELOCATED BECAUSE OF HEAVY LEVEL OF HARASSMENT BY PEOPLE.,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,8,13,VESSEL STRIKE,MONTEREY,CA,DEAD,CLEAR PROPELLER STRIKE WOUNDS ON SIDE OF ANIMAL.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,11,14,CA SWORDFISH DRIFT GILLNET FISHERY,,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,11,17,CA SWORDFISH DRIFT GILLNET FISHERY,,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA,2017,12,11,CA SWORDFISH DRIFT GILLNET FISHERY,,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2007,4,28,SCIENTIFIC RESEARCH,MONTEREY,CA,DEAD,CARCASS; SCIENTIFIC SARDINE SURFACE TRAWL ENTANGLEMENT,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,CALIFORNIA,2007,8,9,SHOOTING,SONOMA,CA,SI,"GUNSHOT WOUND TO RIGHT SIDE OF HEAD, BULLET FRAGMENTS RECOVERED; ANIMAL EUTHANIZED IN REHAB",DEAD,P9,1,N,Y
NORTHERN FUR SEAL,CALIFORNIA,2007,11,9,HOOK AND LINE FISHERY,SAN JOAQUIN,CA,NSI,"FISHING LURE IN UPPER LIP; ANIMAL TAKEN INTO REHAB, TREATED, AND RELEASED",NSI,P5B,0,N,N
NORTHERN FUR SEAL,CALIFORNIA,2007,11,9,HOOK AND LINE FISHERY,SAN JOAQUIN,CA,NSI,"FISHING LURE IN UPPER LIP; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5B,0,N,N
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2008,4,26,SCIENTIFIC RESEARCH,OFFSHORE SAN FRANCISCO,CA,DEAD,CARCASS RETRIEVED FROM NMFS SCIENTIFIC RESEARCH TRAWL,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,CALIFORNIA,2008,6,11,UNIDENTIFIED NET FISHERY,ORANGE,CA,SI,"LIVE ANIMAL SWIMMING OFFSHORE ENTANGLED IN 3.5 POUNDS OF NETTING, MONOFILAMENT FISHING LINE, FISHING LURES, AND FISH HOOKS; ANIMAL BARELY ABLE TO STAY AFLOAT; ANIMAL CAPTURED, TAKEN INTO REHAB, DISENTANGLED, TREATED, AND RELEASED",NSI,P7B,0,Y,N
NORTHERN FUR SEAL,CALIFORNIA,2008,7,9,MARINE DEBRIS,LOS ANGELES,CA,DEAD,CARCASS; PLASTIC BAND AROUND NECK.,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,CALIFORNIA,2008,7,31,SCIENTIFIC RESEARCH,MENDOCINO,CA,DEAD,CARCASS RETRIEVED FROM NMFS SCIENTIFIC RESEARCH TRAWL.,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,CALIFORNIA,2008,8,2,SCIENTIFIC RESEARCH,SAN FRANCISCO,CA,DEAD,CARCASS RETRIEVED FROM NMFS SCIENTIFIC RESEARCH TRAWL.,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,CALIFORNIA,2008,10,19,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISH HOOK WITH ATTACHED LINE IN BACK OF TONGUE; ANIMAL TAKEN INTO REHAB, TREATED, AND RELEASED.",NSI,P5C,0,N,N
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2009,2,1,UNIDENTIFIED NET FISHERY,CLATSOP,OR,DEAD,"CARCASS; NET ENTANGLEMENT; EMACIATED, HEAVY BRUISING ON VENTRAL THORAX AND ABDOMEN.",DEAD,NA,1,Y,Y
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2009,4,7,MARINE DEBRIS,LINCOLN,OR,DEAD,ONE OF THREE FUR SEALS FOUND IN BLUE LARGE MESH NET ON BEACH. NET IDENTIFIED AS BEING CHINESE IN ORIGIN.,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2009,4,7,MARINE DEBRIS,LINCOLN,OR,DEAD,ONE OF THREE FUR SEALS FOUND IN BLUE LARGE MESH NET ON BEACH. NET IDENTIFIED AS BEING CHINESE IN ORIGIN.,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2009,4,7,MARINE DEBRIS,LINCOLN,OR,DEAD,ONE OF THREE FUR SEALS FOUND IN BLUE LARGE MESH NET ON BEACH. NET IDENTIFIED AS BEING CHINESE IN ORIGIN.,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2009,5,25,SCIENTIFIC RESEARCH,UNKNOWN,CA,DEAD,CARCASS RETRIEVED FROM NMFS SCIENTIFIC RESEARCH TRAWL,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2011,4,8,TRAWL FISHERY (UNKNOWN),LINCOLN,OR,DEAD,"CARCASS; PLASTIC PACKING BAND CUTTING INTO NECK; OBVIOUS DAMAGE TO SKIN, BLUBBER, AND MUSCLE; ENTANGLED IN GREENISH TRAWL NET",DEAD,NA,1,Y,Y
NORTHERN FUR SEAL,CALIFORNIA,2011,6,22,TRAWL FISHERY (UNKNOWN),PACIFIC,WA,DEAD,CARCASS; GREEN MULTIFILAMENT NET (LIKELY FROM TRAWL NET) WRAPPED AROUND NECK,DEAD,NA,1,Y,Y
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2012,5,6,UNIDENTIFIED FISHERY INTERACTION,ORANGE,CA,SI,"MALNUTRITION, DEHYDRATION; DEEP LACERATION TO VENTRAL SIDE OF NECK DUE TO NET/FISHING LINE NO LONGER ON ANIMAL. TAKEN TO REHAB FACILITY, TREATED AND RELEASED WITH ORANGE ROTOTAG #22371.",NSI,P8A,0,Y,N
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2012,5,28,POWER PLANT ENTRAINMENT,SAN LUIS OBISPO,CA,DEAD,CARCASS DISCOVERED IN STATION COOLING WATER SYSTEM,DEAD,NA,1,N,Y
NORTHERN FUR SEAL,CALIFORNIA,2012,6,14,UNIDENTIFIED NET FISHERY/SHOOTING,PACIFIC,WA,DEAD,"CARCASS; GREEN NET AROUND NECK WITH ASSOCIATED HEMORRHAGE; BULLET HOLES (POSSIBLY ENTRANCE/EXIT) NEAR BOTH SCAPULAE, WITH ASSOCIATED HEMORRHAGE",DEAD,NA,1,Y,Y
NORTHERN FUR SEAL,CALIFORNIA,2012,7,26,UNIDENTIFIED FISHERY INTERACTION,LINCOLN,OR,SI,"LIVE ANIMAL, ENTANGLED IN FISHING GEAR, RESCUED BY TUNA FISHERMEN; TRANSFERRED TO REHAB AND RELEASED THE NEXT DAY",NSI,P7B,0,Y,N
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2014,5,12,UNIDENTIFIED FISHERY INTERACTION,LINCOLN,OR,DEAD,TWO FUR SEALS WERE FOUND DEAD AND ENTANGLED IN A MASSIVE WAD OF BLUE GREEN TRAWL NET. THIS IS FUR SEAL ONE OF TWO. ,DEAD,NA,1,Y,Y
NORTHERN FUR SEAL,EASTERN PACIFIC-CALIFORNIA,2014,5,12,UNIDENTIFIED FISHERY INTERACTION,LINCOLN,OR,DEAD,TWO FUR SEALS WERE FOUND DEAD AND ENTANGLED IN A MASSIVE WAD OF BLUE GREEN TRAWL NET. THIS IS FUR SEAL ONE OF TWO. ,DEAD,NA,1,Y,Y
